abstract,title,year,journal,authors,base,exclusion_stage,exclusion reson,#ID
"The crisis of the sovereign debt forced the Portuguese government to reach out for joint financial help from the International Monetary Fund, the European Union and the European Central Bank. The Memorandum of Understanding (MoU) stresses the need for a major redefinition of the Portuguese local government system. Currently, the Portuguese local government is structured in two tiers (308 municipalities and 4259 parishes), both with an executive and deliberative elected bodies. The Portuguese government was asked to present a plan to amalgamate these local entities in order to enhance service delivery, improve efficiency and reduce costs. The main argument used is that excessive territorial fragmentation undermines efficiency and precludes scale economies. The main objective of the paper is to test two competing hypotheses regarding local government spending present in the consolidation/fragmentation literature. The Tiebout (1956) tradition argues that fragmentation induces lower spending through competition between local governments offering different taxes-services packages – the Leviathan model (Brennan and Buchanan 1980). This argument is in sharp opposition with the supporters of amalgamations arguing that territorial centralization can produce economies of scale and significant cost savings, reduce overlaps, and promote better accountability (Rosenfeld and Reese 2004). These hypotheses are tested with data collected from all 278 local governments of continental Portugal. We measure local government spending both in terms of total expenditures and grant transfers to parish governments and territorial fragmentation as the number of parish governments per 1000 individuals. Our findings show that higher levels of fragmentation lead to increased local government expenditures and transfers to parish governments, thus suggesting that the amalgamation proposed by the MoU and mandated by national legislation is likely to induce cost savings and improve financial sustainability.",the economic and political impacts of top-down territorial reforms: the case of portuguese parishes,2012,NA,"António F. Tavares1, Miguel Rodrigues, Catarina Magalhães, Jered CarrUniversity of Minho",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1137
World Bank Report,the economics of priority setting for health care,2003,NA,"Katharina Hauck, Peter C. Smith, Maria Goddard",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1138
"This report provides a review of the literature on priority setting in healthcare. It adopts an economic perspective on the problem of choosing the optimal portfolio of programs that can be afforded from a limited national healthcare budget. The traditional economic approach, proposes maximizing health gain (however measured) subject to a budget constraint, which implies ranking programs according to their cost-effectiveness ratio. However, our critical review suggests that this traditional approach is subject to three important difficulties: limitations in economic evaluation methodology, incorporating equity principles, and practical constraints. These suggest a need for a fundamental rethink of the role of cost-effectiveness analysis in priority setting. Methodological concerns include identifying whose perspective to adopt, the generalizability of results to multiple settings, the treatment of uncertainty and timing, and the treatment of interactions between programs. Most equity considerations can be captured in two broad headings: equity related to some concept of need and equity related to access to services. In principle equity concerns can be incorporated into an economic approach to priority setting with relative ease. However we find that many contributions to the debate on equity concepts are theoretical and remote from practical implementation issues. The traditional cost-effectiveness approach generally ignores the numerous practical constraints arising from the political, institutional, and environmental context in which priority setting takes place. These include the influence of interest groups, the transaction costs associated with policy changes, and the interactions between the provision and financing of health services. We find that treatment of such political economy perspectives is the least well-developed aspect of the priority setting literature and suggest some rudimentary models that could serve as a starting point for analysis",the economics of priority setting for health care: a literature review,2004,NA,"Maria Goddard1, Katharina Hauck1, Peter C. Smith1World Bank",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1139
"There is an intensive dispute in political economics about the impact of institutions on income redistribution. While the main focus is on comparison between different forms of representative democracy, the influence of direct democracy on redistribution has attracted much less attention. In this paper, employing both a composite index and measures of single institutions, we find that direct democracy is particularly associated with lower welfare spending. Moreover, we estimate a model which explains the determinants of achieved redistribution measured by Gini coefficients using panel data provided by the Swiss Federal Tax Office from 1981 to 1997. While our results indicate that less public funds are used to redistribute income and actual redistribution is lower, inequality is not reduced to a lesser extent in direct than in representative democracies for a given initial income distribution.",the effect of direct democratic institutions on income redistribution: evidence for switzerland,2007,NA,"Lars P. Feld1, Justina A.V. Fischer2, Gebhard Kirchgaessner31Heidelberg University, 2Stockholm School of Economics, 3University of St. Gallen",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1140
"Theorists have long argued that democratic policymakers respond to political pressures from their constituents. Although empirical work generally supports that broad contention, heterogeneity prevails both in theoretical work and empirically across country-times over exactly what comprises the constituency to which policymakers respond. We propose conceiving the potential bases of democratic representation as a continuum from the interests of the policymaker's geographic constituency, her electoral district, d, to those of her party's supporters, her partisan constituency, p. The effective constituency, c, to which democratic policymakers respond would then be some convex combination of these partisan and geographic extremes, with the partisan weight summarized by the degree to which parties are able to act as strategic units and receive their electoral support as units, i.e., of party unity, u. That is, heuristically, we conceptualize c=u*p+(1-u)*d. Re-examination of the familiar Weingast-Shepsle-Johnsen (WSJ) model of distributive politics and pork-barrel spending (the law of 1/n) motivates the analysis and undergirds empirical evaluation of our conception of the effective constituency. Postwar histories of public spending and distributive politics in developed democracies seem not to support a pure-electoral- district WSJ model, but postwar public spending in the United States, where data best-suited to evaluate the argument exist, does support a WSJ model as modified to reflect our conception of the effective constituency. We conclude with some ideas for extending the basic effective constituency notion beyond partisan and geographic bases of representation and for incorporating more explicitly and directly into empirical specification of public-policy models certain theoretical propositions that purport to explain aspects of the political-economic institutional, structural, and strategic context, such as the degree of party unity, that shape how policymakers allocate their efforts across public-good, redistributive, distributive, and rent-seeking activities. We consider several such arguments relating political-economic institutional, structural, and strategic contexts to the degree of party unity and of geographic versus partisan representation, and thereby to policymakers' weight on each type of policy activity, and show how to embed and test such arguments within estimable empirical models of public spending using the effective constituency concept.","the effective constituency in (re)distributive politics: alternative bases of democratic representation, geographic versus partisan",2004,NA,"Robert J. Franzese1, Irfan Nooruddin1University of Michigan",Microsoft Academic,Second,"The full paper either did not employ quantitative methods, or, if it did, did not include legislature size nor public expenditure as independent and dependent variables.",1141
"There is a long-standing difference amongst public economists between those who think that collective choice must be formally acknowledged, and those who derive their policy recommendations from a social planning framework in which politics plays no role. The purpose of this book is to contribute to a meaningful dialogue between these two groups, in the belief that the future of both political economy and of normative public finance lies somewhere between the two approaches. Some of the specific questions addressed in the book include: does public finance need political economy? Should collective choice play a role in the standard of reference used in normative public finance? What is a ‘failure' in a non-market or policy process? And what have we learned about the theory and practice of public finance from three decades of empirical research on public choice? The book also provides a practitioner's view of the political economy of redistribution.",the effects of fiscal institutions on public finance: a survey of the empirical evidence,2001,NA,Gebhard Kirchgässner,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1142
"I break down gubernatorial electoral outcomes into expected vote and short-term changes, using an intrastate baseline measure. Employing these measures, I find evidence of period effects in the role played by incumbency, including the growth in its importance in the last decade. Incumbents' gains are most notable in first reelection contest, but tail off in subsequent races. Moreover, these advantages are more pronounced after a two-year term than after a four-year term. Other factors influencing incumbents' success are less clear in their impact: Sabato's measure of reputation is associated with electoral gains, but increasing state bureaucratization appears more weakly linked.",the electoral fortunes of gubernatorial incumbents: 1947-1981,1984,The Journal of Politics,Mark E. Tompkins1University of South Carolina,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1143
"AbstractFor politicians in office, reforming public sector institutions is an investment; they must spend resources now in order to achieve future gains. There are no property rights attached to these institutions. Therefore, politicians need to remain in control if they are to reap the full benefits of reform. When the probability of re-election is unaffected by the reform choice, political polarisation between incumbent and challenger results in a lower critical value for the cost of investment by reducing the benefits of reform compared to a benchmark of no uncertainty. The reduction in the cut-off rate is increasing in the degree of polarisation. However, if undertaking reforms increases this probability, the likelihood of investment might increase, the more so the greater the polarisation in preferences.",the electoral politics of public sector institutional reform,2002,European Journal of Political Economy,"Rune Jansen Hagen1Institute for Research in Economics and Business Administration, Breiviksveien 40, 5045 Bergen, Norway",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1144
Duplicate,the endogeneity of the initiative: a comment on marschall and ruhil:,2005,State Politics & Policy Quarterly,John G. Matsusaka,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1145
"An electronic circuit includes a dynamic regulator connected to a load and a dc-to-dc converter to reduce a need for bulky and expensive capacitors which would otherwise be required to suppress transients. The dynamic regulator comprises one or both of a current source circuit for actively sourcing current to the load during load current demand transients, and a current sink circuit for actively sinking current from the load during load current excess transients. The dynamic regulator preferably senses the load voltage, and tracks the load voltage. The current source circuit preferably includes a current source switch, and a current source controller for operating the current source switch responsive to the load voltage falling rapidly with respect to the tracked load voltage. In a similar fashion, the current sinking circuit may include a current sink switch, and a current sink controller for operating the current source switch responsive to the load voltage rising quickly above the tracked load voltage. In one embodiment, the load voltage tracking may be provided by a resistor-capacitor (R/C) network connected across the load. The R/C network may operate at a fast time constant for following load ripple, but at a slower time constant when sourcing or sinking current. The dynamic regulator is preferably a monolithic integrated circuit and may be either separate from or incorporated into the dc-to-dc converter.",the evolution of budget institutions: evidence from central and eastern european countries,2002,NA,"Holger Gleich, Jurgen von Hagen",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1146
"Rough Draft: Do not quote or circulate without permission Equilibrium Federal Impotence: Why the States and Not the American National Government Financed Infrastructure Investment in the Antebellum Era John Wallis and Barry R. Weingast * January 2005 1. Introduction Limited government is widely agreed to be important to the promotion of economic development (Knack and Keefer 199*, North and Weingast 1989, Shleifer and Vishny 2000). Yet the mechanisms that sustain limited government remain to be established. In this paper, we explore this question in the context of the early United States, enquiring about the institutions and incentives that both limited the scope of the national government and promoted the public provision of market-enhancing public goods. Madison and the other founding fathers created a Constitutional system of limited government by pitting ambition against ambition – but how did this work in practice? Specifically, how did the incentives facing public officials limit their ability to exercise political power? In the antebellum era, American states rather than the national government actively Professor, Department of Economics, University of Maryland and Research Associate, National Bureau if Economic Research; and Senior Fellow, Hoover Institution, and Ward C. Krebs Family Professor, Department of Political Science, Stanford University. The authors gratefully acknowledge Douglas Grob and Douglass North for helpful conversations.",the financing of 19th century internal improvements,2005,NA,"John Wallis, Barry Weingast",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1147
"Contrary to simple theoretical predictions, previous empirical research has found that state government public spending is increased far more, often dollar-for-dollar, by federal grant receipts than by equivalent increases in constituent private income. This anomaly has come to be known as the flypaper effect. First, a legislative bargaining model developed in this paper provides a critique of this empirical finding. The model demonstrates a positive correlation between constituent preferences for public goods and intergovernmental grant receipts, and this correlation has likely biased the existing literature towards finding a flypaper effect. The model also motivates using measures of the political power of state congressional delegations as an instrument for grant receipts. Second, after correcting for the endogeneity of grant receipts, the results demonstrate that constituent private income and grants have similar effects on public spending.",the flypaper effect unstuck: evidence on endogenous grants from the federal highway aid program,2000,Social Science Research Network,Brian G. Knight,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1148
" How does the electoral geography of legislative districts affect pork barreling? This article presents a formal model extending
 Mayhew's classic credit-claiming theory to account for the electoral geography of bicameralism. Under bicameralism, upper
 chamber (Senate) and lower chamber (Assembly) legislators who share overlapping constituencies must collaborate to bring
 home pork projects. Collaboration is easier between a Senator and an Assembly Member who share a large fraction of their
 constituents and thus have relatively aligned electoral incentives. But dividing a Senate district into a larger number of
 Assembly district fragments misaligns these electoral incentives for collaboration, thus reducing equilibrium pork spending.
 Hence, increased Senate district fragmentation causes a decrease in equilibrium spending. I exploit the 2002 New York
 Senate expansion as a natural experiment, examining how sudden changes in the geographic fragmentation of Senate
 districts account for differences in the distribution of pork earmarks immediately before and after the redrawing of district
 boundaries.",the geographical targeting of pork barrel earmarks in bicameral legislatures,2013,NA,Jowei Chen1University of Michigan,Microsoft Academic,Second,"The full paper either did not employ quantitative methods, or, if it did, did not include legislature size nor public expenditure as independent and dependent variables.",1149
Dissertation,the impact of direct democracy on society,2005,NA,Justina AnastasiaValerie Fischer,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1150
"The United States has witnessed changing trends, over the past few
decades, in the fiscal behavior and responsibilities of federal, state,
and local governments. In particular, two of the more politically
popular trends include a general movement of fiscal responsibility
away from the federal level toward the state and local level and an
attempt to implement budgetary mechanisms that instill fiscal discipline at the state and local level. Proponents of these fiscal discipline
mechanisms argue that these tools have been or will be effective at
slowing the rate of spending at all levels of government.1 The general
assumption is that these budget rules will provide the citizenry with
some protection against the inherent bias toward excess spending in
public-sector decisionmaking. This notion is based on the assumption
that state and local governments are more responsive to the needs of
the citizenry and, therefore, are more efficient at providing the requisite goods and services.",the impact of fiscal constitutions on state and local expenditures,2000,Cato Journal,Dale Bails and Margie A. Tieslau,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1151
"The Great Recession resulted in fiscal crises for governments across the Western world. Significant cuts in government programs were initiated as many governments scrambled to reduce their growing budget deficits. This article explores how European governments reacted during the recent crisis. In particular, the authors focus on the interlinkages between shifts toward more centralized decision making. The article uses a survey of thousands of public sector executives in 17 European countries. The authors find evidence of a centralization cascade, such that centralizing one element of the decision-making process leads to greater centralization throughout the system. Results also show that having a high number of organizational goals and facing clear sanctions for failing to achieve goals lead to greater centralization, but greater organizational commitment reduces the need to centralize.",the impact of fiscal crisis on decision‐making processes in european governments: dynamics of a centralization cascade,2015,Public Administration Review,"Ringa Raudla1, James W. Douglas2, Tiina Randma-Liiv1, Riin Savi11Tallinn University of Technology, 2University of North Carolina at Charlotte",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1152
"We analyze how having an incumbent among candidates affects electoral turnout. We use a rich data set providing information on the electoral results of Italian municipal elections over the period 1993-2011. Endogeneity issues are handled through an instrumental variable approach using the mayor term-limit as an instrument for the presence of the incumbent mayor among candidates. Controlling for electoral competition, we find that the impact of incumbency is heterogeneous across geographical areas: incumbency increases turnout in the South of Italy, whereas we do not find any statistically significant effect in the North. As the positive effect holds true only for southern municipalities endowed with low levels of social capital we speculate that this is the result of incumbent politicians using their resources to establish clienteles.",the impact of incumbency on turnout: evidence from italian municipalities,2016,Electoral Studies,"Marco Alberto De Benedetto1, Maria De Paola21Birkbeck, University of London, 2University of Calabria",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1153
"We study the impact of numerical expenditure rules on the propensity of governments to deviate from expenditure targets in response to surprises in cyclical conditions. Theoretical considerations suggest that due to political fragmentation in the budgetary process expenditure policy might be prone to a pro-cyclical bias. However, this tendency may be mitigated by numerical expenditure rules. These hypotheses are tested against data from a panel of EU Member States. Our key findings are that (i) deviations between actual and planned government expenditure are positively related to unanticipated changes in the output gap, and (ii) numerical expenditure rules reduce this pro-cyclical bias. Moreover, the pro-cyclical spending bias is found to be particularly pronounced for spending items with a high degree of budgetary flexibility. JEL Classification: C23, E62, H50",the impact of numerical expenditure rules on budgetary discipline over the cycle,2010,NA,"Federic Holm-Hadulla1, Sebastian Hauptmeier2, Philipp Rother21Institute for Economic Research (IER), 2European Central Bank",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1154
"Though the relationship between local government structure and expenditure has received considerable attention, there is little consensus as to how the features of representative government affect local expenditure. An exception is city council size, which has consistently been found to be positively related to spending. Previous results rely on cross-sectional estimation which may be subject to omitted variable bias. This paper analyzes three components of municipal governments—the form of government, the size of the city council, and the election method of city councilors. Once fixed effects estimation is employed, the positive relationship between city council size and expenditure disappears.","the impacts of council size, government form and election method on local public expenditures",2003,NA,"Lynn MacDonald1, Tim R. Sass1Florida State University",Microsoft Academic,Second,"The full paper either did not employ quantitative methods, or, if it did, did not include legislature size nor public expenditure as independent and dependent variables.",1155
The 1934 Reciprocal Trade Agreements Act (RTAA) changed thestructure of the making of U.S. trade policy and made possible adramatic reduction in tariffs. The authors demonstrate that the keyinstitutional innovation in the RTAA was its mandate to lower tariffsthrough reciprocal agreements with foreign nations. The expansionof exports under the RTAA enhanced political support forincreasingly lower U.S. tariffs. Evidence that export interests werepositively associated with congressional votes for free tradesupports this view.,"the institutional roots of american trade policy: politics, coalitions, and international trade",1997,World Politics,"Michael A. Bailey, Judith Goldstein, Barry R. Weingast1Stanford University",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1156
"This article examines the formation of military doctrine by the United States during Vietnam and by Britain during the Boer War to test the prevailing literature on military doctrine. Finding the literature inadequate, The paper offers an institutional model of the forces shaping military doctrine. The institutional model is based on the broader literature concerning the delegation of power in organizations. The logic of the delegated power depends as much on the structure governing the superior (the civilian authorities) as that governing the specialized subordinate (the military organizations). This model proposes that the differences in adaptability demonstrated by British and American military organizations in response to similar threats can be explained by the distinct structure of civilian institutions and their effect on the development of military organizations.",the institutional sources of military doctrine: hegemons in peripheral wars,1993,International Studies Quarterly,Deborah D. Avant1State University of New York System,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1157
Discussion Paper,the italian budget procedures: analysis and proposals,1995,NA,"Roberto Perotti, Alberto Alesina, Mauro Mare",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1158
"This article considers recent formal models of distributive policy making in the legislature. The article is divided into two major sections. The first section focuses on the theoretical questions underlying the models and highlights their central results. The second section evaluates the models in terms of five main topics. First, the conditions under which a universalistic as opposed to a minimum-winning coalition theoretically prevails are reevaluated. Second, I examine the role of uncertainty in the models and the questions it raises for both modeling and empirical research in this area. Third, the electoral connection among constituencies, legislators, and the distribution of federal benefits is examined and, fourth, the predictions of the models are juxtaposed with empirical research. Finally, the perspectives of distributive policy associated with empirical and formal research are compared and contrasted.",the legislature and distributive policy making in formal perspective,1988,Legislative Studies Quarterly,Melissa P. Collie,Microsoft Academic,Second,"The full paper either did not employ quantitative methods, or, if it did, did not include legislature size nor public expenditure as independent and dependent variables.",1159
"African politics are often said to be dominated by ethnic divides, with the ensuing policies implemented by leaders being based almost exclusively on their ethnic power base. In this paper, we demonstrate that the identity of leaders matters for the attribution of development projects in the context of one of the largest Community-Driven Development (CDD) programs in Senegal. After showing that leadership matters, we consider its determinants by focusing on those factors that determine who becomes president and vice-president of a Conseil rural, the smallest administrative unit in Senegal, and which is elected by universal suffrage. We also consider the link between power in the Conseil rural and that in the Conseil de Concertation et de Gestion (CCG), an assembly coopted by the Conseil rural president that is typical of local institutions set up in the context of CDD programs, and which is responsible for the attribution of development projects to individual villages. Using a unique dataset, we show that ethnicity plays almost no role in determining who becomes president (or vice-president) of a Conseil rural and vice-president of the CCG, while party politics, age, political experience, village loyalty, and educational and professional qualifications do. Our results highlight the crucial importance, in terms of development policy, of the local political institutions that are often created alongside CDD programs.","the making of a (vice-) president: party politics, ethnicity, village loyalty and community-driven development",2008,NA,Jean-Louis Arcand1Graduate Institute of International and Development Studies,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1160
"Federalism is widely lauded for its ability to manage deep social divisions and promote efficient policy in democratic systems, but it has been criticized for its impact on party system nationalization. In this paper, we explore the role of formal and informal institutions on party system nationalization in the Mexican political system, focusing on legislative politics. In Mexico, an end of one-party rule transformed the nature of center–periphery relations, empowering subnational actors and giving them incentives to act on the national stage. Using an original dataset, we show that these changes resulted in national parties dividing along state lines on policy decisions, and that the magnitude of these divisions depends primarily on 1) the informal centralization of career resources, 2) the extent to which parties are ideological and programmatic, and 3) the personal vote incentives of electoral rules.",the new federalism of mexico's party system,2012,Journal of Politics in Latin America,"Francisco Cantú1, Scott Desposato1University of California, San Diego",Microsoft Academic,Second,"The full paper either did not employ quantitative methods, or, if it did, did not include legislature size nor public expenditure as independent and dependent variables.",1161
"In the previous chapter, I stated that cost means effort. I also noticed that we only make an effort if we expect to be rewarded. Formula One, therefore, needs the energy of thousands of people who invest their own multiple values. The tangible aspects of these values are inflows, identified as revenues. But when we discuss the revenues of Formula One, we have to distinguish between the revenues of the parent company of Formula One competitions and the revenues of Formula One teams. As a consequence, we will start by clarifying the revenues of the Formula One parent company, and then we will move on to the revenues of Formula One teams. This chapter will detail some important revenues for motorsports, such as advertising, sponsorship and prize money.",the oil in the engines—the revenues of formula one,2017,NA,"Paulo Mourão1Vila Real, Portugal",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1162
"The literatures on the performance of federal systems divide around three central questions. The first concerns the economic performance of federalism; the second, the political performance; and the third, the sources of stability for federal arrangements.

Economists typically focus on the first question, with an emphasis on the normative aspects, such as: How ought federalism to be designed? In answering this question, the economic theory of federalism provides a theory about the optimal organization of the state, addressing issues, such as what powers should be assigned to what levels of government; why should not the central government do everything? This literature has strong positive implications, for it also explains the economic implications of alternative divisions of powers among the various levels of government.","the performance and stability of federalism, mexican style: an institutionalist perspective",2003,NA,"Barry R. Weingast1, Ward C. Krebs21Stanford University, 2George Mason University",Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1163
"This paper explores the political and economic determinants of fiscal adjustment strategies in the European Union (EU) between 1970 and 2001. Results confirm the hypotheses that, besides economic conditions, fragmentation of decision-making, ideology of the party in government, and closeness to elections affect fiscal policy in general and adjustment strategies in particular. During the nineties, the ideology of the party in government has become the most powerful predictor of fiscal policies and strategies of adjustment. Evidence shows that in the new context, socialist governments prefer to use balanced budgets to finance supply-side policies of capital formation and to maintain public employment, and are reluctant to cut these expenditures even at the expense of public consumption and transfers.",the political and economic determinants of budgetary consolidation in europe,2003,European Political Economy Review,Carlos Mulas-Granados1European University of Madrid,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1164
"This paper attempts to shed light on the political economy of the Malaysian state governments’ budgetary behavior by tailoring hypotheses drawn from recent theoritical literature to the Malaysian institutional context and testing them empirically. Our main objective here is to examine whether state governments’ fiscal behavior can partly be explained by the political attributes and the institutional characteristics of the government and of the legislature. In particular, we will try to analyze whether the incentives for the state governments to observe a prudent spending behavior have not been undermined by the fact that they have been able to influence relevant central government decisions regarding their finance. Our estimations results show that states that are overrepresented at the executive level tend to have higher spending and deficits. However, we don’t find any correlation between overrepresentation at the Parliament and states governments’ fiscal outcomes. This can be explained by the fact that in Malaysia as is frequently the case in developing nations, the legislature is peripheral to the executive in terms of decision making power.",the political economics of the malaysian subnational governments’ fiscal behavior,2009,Working Paper,"Abdul Jalil1, Ahmad Zafarullah1Universiti Utara Malaysia",Microsoft Academic,Third,The variables in the paper did not conform with the meta regression models we applied.,1165
"33. Economic Policy Panel Meeting, Stockholm School of Economics, 6. - 7. April 2001 in Stockholm (Schweden).####",the political economy of direct legislation: is there a role of direct democracy in eu decision-making?,2001,NA,LarsP. Feld,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1166
"If there has been a dominant trend in the evolution of the modern industrial societies of this century it has been the growing importance of government in the allocation of social resources. It is important that we appreciate the fundamentally political nature of the formation of government economic policy. This survey reviews and assesses our present understanding of how the political system might shape a nation's fiscal policy. Our approach is eclectic, drawing both from economics and political science, and decidedly micro-analytic in its orientation. From economics we adopt the perspective of utility maximizing agents and the analytics of trade, agreement, and market failure. From political science we learn just how and when these individual agents might act collectively to provide public goods, redistribute income, or issue government debt. Together the micro-analytics of economics and political science form the core theory of the 'new' political economy and provide a framework for understanding the emergence, and the performance, of governments. There is no more important test for the new discipline than providing a compelling explanation for the formation of fiscal policy in democratic societies.",the political economy of fiscal policy,1987,National Bureau of Economic Research,"Daniel E. Ingberman1, Robert P. Inman21NBER Contributor, 2National Bureau of Economic Research",Microsoft Academic,Second,"The full paper either did not employ quantitative methods, or, if it did, did not include legislature size nor public expenditure as independent and dependent variables.",1167
"This paper surveys the recent literature on the political economy of fiscal policy, in particular the accumulation of government debt. We examine three possible determinants of fiscal balances: opportunistic behavior by policymakers, heterogeneous fiscal preferences of either voters or politicians, and budget institutions. We focus on the contributions of the last 10 years and emphasize findings related to developing countries. We include a recent body of literature on the fiscal preferences of voters, which, interestingly, seems to suggest that voters do not favor high-spending governments. We also report some original empirical evidence. First, we test different hypotheses from the political economy literature in a simultaneous manner for a large set of both developed and developing countries. We find that less-fragmented governments and a greater ability of voters to monitor fiscal policy are related to lower deficits; the estimated effects are larger than when the two hypotheses are evaluated separately, as the existing literature does. Second, we suggest the role of the courts in the determination of fiscal policy as a promising new avenue of research, and present some suggestive novel evidence on the importance of this channel.",the political economy of fiscal policy: survey,2006,NA,Marcela Eslava1University of Los Andes,Microsoft Academic,Second,"The full paper either did not employ quantitative methods, or, if it did, did not include legislature size nor public expenditure as independent and dependent variables.",1168
Many local public goods are allocated by federal governments using fixed regional shares: every region is entitled a fixed share of the total budget for a particular type of public good. This paper compares this fixed regional sharing rule with two alternative allocation rules: first best and common pool allocation. We find that the fixed regional sharing rule performs relatively well if the regional shares are reasonable. Legislative bargaining theory is used to study the determination of the fixed regional shares.,the political economy of fixed regional investment shares with an illustration for belgian railway investments,2010,NA,"Stef Proost1, Vera Zaporozhets21Katholieke Universiteit Leuven, 2Center for Economic Studies",Microsoft Academic,Second,"The full paper either did not employ quantitative methods, or, if it did, did not include legislature size nor public expenditure as independent and dependent variables.",1169
"In the 1980s scholars began applying Positive Political Theory (PPT) to study public law. This chapter summarizes that body of research and its relationship to other schools of legal thought. Like Law and Economics, PPT of Law uses sequential game theory to examine how rules and procedures shape policy and evaluates these outcomes from the perspective of economic efficiency. Like the Legal Process School in traditional legal scholarship, PPT of Law focuses on how the structure and process of legislative, bureaucratic and judicial decision-making influences the law and evaluates these procedures using the principle of democratic legitimacy; however, rather than using procedural norms derived from moral and political philosophy to evaluate procedures, PPT of Law conceptualizes the decision-making procedures of government as rationally designed by elected officials to shape the policies arising from decisions by executive agencies, the courts, and future elected officials. After summarizing this theory, the essay turns to applications of this approach in administrative law and statutory interpretation.","the political economy of law: decision-making by judicial, legislative, executive and administrative agencies",2007,NA,McNollgast1Stanford University,Microsoft Academic,First,"Abstract did not indicate that the study tested neither size of legislature nor public expenditure as main or minor variables. Book chapters, doctoral theses, and articles in languages other than English were also identified and excluded in this stage.",1170
